ref_date_raw,start_year,geo,sex,age_group,indicator,characteristic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114663067,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health",Number of persons,9000.0,number,e,False,v114663068,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",5500.0,number,e,False,v114663069,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",14900.0,number,e,False,v114663070,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health",Percent,7.7,percent,e,False,v114663071,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",4.4,percent,e,False,v114663072,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, percent",13.2,percent,e,False,v114663073,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114663074,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other",Number of persons,,number,f,False,v114663075,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",,number,f,False,v114663076,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",,number,f,False,v114663077,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other",Percent,,percent,f,False,v114663078,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",,percent,f,False,v114663079,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, percent",,percent,f,False,v114663080,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114663081,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none",Number of persons,13300.0,number,e,False,v114663082,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",9000.0,number,e,False,v114663083,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",19900.0,number,e,False,v114663084,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none",Percent,11.3,percent,e,False,v114663085,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",7.2,percent,e,False,v114663086,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, percent",17.3,percent,e,False,v114663087,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114663088,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Number of persons,104700.0,number,,False,v114663089,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",95700.0,number,,False,v114663090,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",110200.0,number,,False,v114663091,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Percent,87.6,percent,,False,v114663092,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",80.4,percent,,False,v114663093,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",92.3,percent,,False,v114663094,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114663095,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Number of persons,106200.0,number,,False,v114663096,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",97900.0,number,,False,v114663097,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",111700.0,number,,False,v114663098,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Percent,90.1,percent,,False,v114663099,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",83.5,percent,,False,v114663100,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",94.3,percent,,False,v114663101,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114663102,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work",Number of persons,25900.0,number,e,False,v114663103,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",16900.0,number,e,False,v114663104,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",35800.0,number,e,False,v114663105,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work",Percent,21.7,percent,e,False,v114663106,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",14.9,percent,e,False,v114663107,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, percent",30.4,percent,e,False,v114663108,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114663109,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Number of persons,20100.0,number,e,False,v114663110,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",14400.0,number,e,False,v114663111,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",28100.0,number,e,False,v114663112,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Percent,16.8,percent,e,False,v114663113,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, percent",11.5,percent,e,False,v114663114,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, percent",24.0,percent,e,False,v114663115,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114663116,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family",Number of persons,41600.0,number,,False,v114663117,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",28300.0,number,,False,v114663118,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",50200.0,number,,False,v114663119,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family",Percent,34.8,percent,,False,v114663120,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",25.7,percent,,False,v114663121,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, percent",45.3,percent,,False,v114663122,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114663123,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,,number,..,False,v114663124,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",,number,..,False,v114663125,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",,number,..,False,v114663126,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,,percent,..,False,v114663127,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",,percent,..,False,v114663128,2019,2016A000246,Percent,units
